Chr Start End Length Strand_Up Gene_Up Strand_Down Gene_Down
ENSG00000108312 17 42298995 42396992 97998 -1 ENSG00000108312 -1 ENSG00000013306
ENSG00000013306 17 42402239 42422613 20375 -1 ENSG00000013306 1 ENSG00000030582
ENSG00000030582 17 42430471 42472651 42181 1 ENSG00000030582 -1 ENSG00000186566
ENSG00000186566 17 42580799 42785975 205177 -1 ENSG00000186566 1 ENSG00000161692
ENSG00000161692 17 42829633 42875815 46183 1 ENSG00000161692 -1 ENSG00000182963
ENSG00000182963 17 42908185 42927310 19126 -1 ENSG00000182963 -1 ENSG00000108883
ENSG00000108883 17 42977031 43002076 25046 -1 ENSG00000108883 -1 ENSG00000186185
ENSG00000186185 17 43025083 43128977 103895 -1 ENSG00000186185 1 ENSG00000136448
ENSG00000136448 17 43186385 43186334 -50 1 ENSG00000136448 -1 ENSG00000161714
ENSG00000161714 17 43210722 43224683 13962 -1 ENSG00000161714 1 ENSG00000186834
ENSG00000186834 17 43229469 43238066 8598 1 ENSG00000186834 1 ENSG00000168517
ENSG00000168517 17 43247408 43298810 51403 1 ENSG00000168517 1 ENSG00000184922
ENSG00000184922 17 43324688 44107281 782594 1 ENSG00000184922 -1 ENSG00000120071
ENSG00000120071 17 44302734 44352149 49416 -1 ENSG00000120071 -1 ENSG00000228696
ENSG00000228696 17 44439131 44588876 149746 -1 ENSG00000228696 1 ENSG00000238083
ENSG00000238083 17 44633017 44594067 -38949 1 ENSG00000238083 -1 ENSG00000185829
ENSG00000185829 17 44657089 44668034 10946 -1 ENSG00000185829 1 ENSG00000073969
ENSG00000073969 17 44834831 44839871 5041 1 ENSG00000073969 -1 ENSG00000108379
ENSG00000108379 17 44910521 45000482 89962 -1 ENSG00000108379 1 ENSG00000108433
ENSG00000108433 17 45105004 45195068 90065 1 ENSG00000108433 -1 ENSG00000004897
ENSG00000004897 17 45266789 45600305 333517 -1 ENSG00000004897 1 ENSG00000141279
ENSG00000141279 17 45700643 45726841 26199 1 ENSG00000141279 1 ENSG00000108424
ENSG00000108424 17 45762872 45884737 121866 1 ENSG00000108424 -1 ENSG00000006025
ENSG00000006025 17 45899201 45900637 1437 -1 ENSG00000006025 -1 ENSG00000159111
ENSG00000159111 17 45908901 45915057 6157 -1 ENSG00000159111 -1 ENSG00000141295
ENSG00000141295 17 45918700 46018871 100172 -1 ENSG00000141295 1 ENSG00000108439
ENSG00000108439 17 46025655 46045175 19521 1 ENSG00000108439 1 ENSG00000108465
ENSG00000108465 17 46059141 46125690 66550 1 ENSG00000108465 1 ENSG00000082641
ENSG00000082641 17 46138850 46147413 8564 1 ENSG00000082641 -1 ENSG00000108468
ENSG00000108468 17 46178884 46180718 1835 -1 ENSG00000108468 1 ENSG00000002919
ENSG00000002919 17 46200437 46626231 425795 1 ENSG00000002919 -1 ENSG00000120093
ENSG00000120093 17 46682275 46684593 2319 -1 ENSG00000120093 -1 ENSG00000260027
ENSG00000260027 17 46724386 46908349 183964 -1 ENSG00000260027 1 ENSG00000136436
ENSG00000136436 17 46943885 46970126 26242 1 ENSG00000136436 1 ENSG00000159199
ENSG00000159199 17 46973234 46985730 12497 1 ENSG00000159199 1 ENSG00000159202
ENSG00000159202 17 47006419 47006677 259 1 ENSG00000159202 -1 ENSG00000159210
ENSG00000159210 17 47022480 47074773 52294 -1 ENSG00000159210 1 ENSG00000159217
ENSG00000159217 17 47133013 47366567 233555 1 ENSG00000159217 -1 ENSG00000198740
ENSG00000198740 17 47439836 47676245 236410 -1 ENSG00000198740 -1 ENSG00000121067
ENSG00000121067 17 47755597 47778304 22708 -1 ENSG00000121067 -1 ENSG00000121073
ENSG00000121073 17 47786377 47865916 79540 -1 ENSG00000121073 1 ENSG00000136504
ENSG00000136504 17 47906459 48046333 139875 1 ENSG00000136504 1 ENSG00000108813
ENSG00000108813 17 48052322 48133331 81010 1 ENSG00000108813 1 ENSG00000005884
ENSG00000005884 17 48167846 48172100 4255 1 ENSG00000005884 1 ENSG00000005882
ENSG00000005882 17 48189517 48211103 21587 1 ENSG00000005882 -1 ENSG00000108819
ENSG00000108819 17 48227992 48260649 32658 -1 ENSG00000108819 -1 ENSG00000108821
ENSG00000108821 17 48278994 48348766 69773 -1 ENSG00000108821 1 ENSG00000167105
ENSG00000167105 17 48358845 48423452 64608 1 ENSG00000167105 1 ENSG00000015532
ENSG00000015532 17 48440500 48445217 4718 1 ENSG00000015532 -1 ENSG00000108826
ENSG00000108826 17 48450576 48450580 5 -1 ENSG00000108826 1 ENSG00000154920
ENSG00000154920 17 48458845 48452419 -6425 1 ENSG00000154920 -1 ENSG00000108829
ENSG00000108829 17 48474915 48503518 28604 -1 ENSG00000108829 1 ENSG00000167107
ENSG00000167107 17 48552207 48556160 3954 1 ENSG00000167107 1 ENSG00000136444
ENSG00000136444 17 48563337 48712137 148801 1 ENSG00000136444 1 ENSG00000108846
ENSG00000108846 17 48769614 48770550 937 1 ENSG00000108846 -1 ENSG00000154945
ENSG00000154945 17 48785286 48796904 11619 -1 ENSG00000154945 1 ENSG00000108848
ENSG00000108848 17 48833575 48939583 106009 1 ENSG00000108848 -1 ENSG00000141232
ENSG00000141232 17 48945340 49039534 94195 -1 ENSG00000141232 -1 ENSG00000008294
ENSG00000008294 17 49198227 49230896 32670 -1 ENSG00000008294 1 ENSG00000239672
ENSG00000239672 17 49239790 49230950 -8839 1 ENSG00000239672 1 ENSG00000011052
ENSG00000011052 17 49249106 49242795 -6310 1 ENSG00000011052 1 ENSG00000243678
ENSG00000243678 17 49249109 49254785 5677 1 ENSG00000243678 -1 ENSG00000011258
ENSG00000011258 17 49337525 49337888 364 -1 ENSG00000011258 1 ENSG00000011260
ENSG00000011260 17 49375298 52976747 3601450 1 ENSG00000011260 1 ENSG00000141198
ENSG00000141198 17 53039311 53029262 -10048 1 ENSG00000141198 -1 ENSG00000166260
ENSG00000166260 17 53046147 53046087 -59 -1 ENSG00000166260 1 ENSG00000166263
ENSG00000166263 17 53241647 53469973 228327 1 ENSG00000166263 -1 ENSG00000108960
ENSG00000108960 17 53499354 53828339 328986 -1 ENSG00000108960 1 ENSG00000141179
ENSG00000141179 17 53920192 54869273 949082 1 ENSG00000141179 -1 ENSG00000214226
ENSG00000214226 17 54916135 54911459 -4675 -1 ENSG00000214226 1 ENSG00000153933
ENSG00000153933 17 54946037 54965269 19233 1 ENSG00000153933 -1 ENSG00000121060
ENSG00000121060 17 54991400 55015547 24148 -1 ENSG00000121060 -1 ENSG00000121058
ENSG00000121058 17 55038416 55055465 17050 -1 ENSG00000121058 1 ENSG00000121064
ENSG00000121064 17 55084130 55162452 78323 1 ENSG00000121064 1 ENSG00000121057
ENSG00000121057 17 55198711 55333211 134501 1 ENSG00000121057 1 ENSG00000153944
ENSG00000153944 17 55762047 55916841 154795 1 ENSG00000153944 -1 ENSG00000181610
ENSG00000181610 17 55927418 55938603 11186 -1 ENSG00000181610 -1 ENSG00000180891
ENSG00000180891 17 56032685 56048909 16225 -1 ENSG00000180891 -1 ENSG00000136451
ENSG00000136451 17 56065621 56080720 15100 -1 ENSG00000136451 -1 ENSG00000136450
ENSG00000136450 17 56084708 56160775 76068 -1 ENSG00000136450 1 ENSG00000121083
ENSG00000121083 17 56168593 56282802 114210 1 ENSG00000121083 -1 ENSG00000011143
ENSG00000011143 17 56296967 56422538 125572 -1 ENSG00000011143 -1 ENSG00000213246
ENSG00000213246 17 56430455 56566897 136443 -1 ENSG00000213246 -1 ENSG00000108389
ENSG00000108389 17 56595267 56769933 174667 -1 ENSG00000108389 1 ENSG00000108384
ENSG00000108384 17 56811704 57059998 248295 1 ENSG00000108384 -1 ENSG00000108395
ENSG00000108395 17 57184283 57187311 3029 -1 ENSG00000108395 -1 ENSG00000182628
ENSG00000182628 17 57232631 57232859 229 -1 ENSG00000182628 1 ENSG00000068489
ENSG00000068489 17 57282067 57286760 4694 1 ENSG00000068489 1 ENSG00000167447
ENSG00000167447 17 57292609 57297827 5219 1 ENSG00000167447 1 ENSG00000153982
ENSG00000153982 17 57353329 57409049 55721 1 ENSG00000153982 1 ENSG00000175155
ENSG00000175155 17 57479091 57642885 163795 1 ENSG00000175155 1 ENSG00000108406
ENSG00000108406 17 57685707 57697218 11512 1 ENSG00000108406 1 ENSG00000141367
ENSG00000141367 17 57773672 57784552 10881 1 ENSG00000141367 1 ENSG00000062716
ENSG00000062716 17 57919617 57936850 17234 1 ENSG00000062716 -1 ENSG00000108423
ENSG00000108423 17 57970305 57970446 142 -1 ENSG00000108423 1 ENSG00000108443
ENSG00000108443 17 58027926 58120554 92629 1 ENSG00000108443 -1 ENSG00000068097
ENSG00000068097 17 58156293 58256454 100162 -1 ENSG00000068097 -1 ENSG00000170832
ENSG00000170832 17 58499832 58520519 20688 -1 ENSG00000170832 -1 ENSG00000062725
ENSG00000062725 17 58603581 58677543 73963 -1 ENSG00000062725 1 ENSG00000170836
ENSG00000170836 17 58741850 58754813 12964 1 ENSG00000170836 1 ENSG00000141376
ENSG00000141376 17 59470200 59758626 288427 1 ENSG00000141376 -1 ENSG00000136492
ENSG00000136492 17 59940883 59942730 1848 -1 ENSG00000136492 -1 ENSG00000108506
ENSG00000108506 17 60005378 60019965 14588 -1 ENSG00000108506 -1 ENSG00000108510
ENSG00000108510 17 60142644 60501227 358584 -1 ENSG00000108510 1 ENSG00000087995
ENSG00000087995 17 60527455 60536018 8564 1 ENSG00000087995 1 ENSG00000146872
ENSG00000146872 17 60692843 61086916 394074 1 ENSG00000146872 1 ENSG00000170921
ENSG00000170921 17 61505061 61509664 4604 1 ENSG00000170921 -1 ENSG00000008283
ENSG00000008283 17 61523740 61627821 104082 -1 ENSG00000008283 1 ENSG00000136485
ENSG00000136485 17 61671640 61678230 6591 1 ENSG00000136485 1 ENSG00000136463
ENSG00000136463 17 61685726 61699774 14049 1 ENSG00000136463 1 ENSG00000198909
ENSG00000198909 17 61773664 61822609 48946 1 ENSG00000198909 -1 ENSG00000108588
ENSG00000108588 17 61853712 61850962 -2749 -1 ENSG00000108588 1 ENSG00000198231
ENSG00000198231 17 61896678 61896792 115 1 ENSG00000198231 -1 ENSG00000108592
ENSG00000108592 17 61907373 61904511 -2861 -1 ENSG00000108592 1 ENSG00000087191
ENSG00000087191 17 61909380 61909443 64 1 ENSG00000087191 -1 ENSG00000108604
ENSG00000108604 17 61920426 62120352 199927 -1 ENSG00000108604 -1 ENSG00000178607
ENSG00000178607 17 62208180 62224586 16407 -1 ENSG00000178607 -1 ENSG00000136478
ENSG00000136478 17 62340662 62473901 133240 -1 ENSG00000136478 -1 ENSG00000256525
ENSG00000256525 17 62493155 62495733 2579 -1 ENSG00000256525 -1 ENSG00000108654
ENSG00000108654 17 62504318 62502705 -1612 -1 ENSG00000108654 1 ENSG00000258890
ENSG00000258890 17 62538580 62850429 311850 1 ENSG00000258890 -1 ENSG00000176809
ENSG00000176809 17 62915599 63006832 91234 -1 ENSG00000176809 -1 ENSG00000120063
ENSG00000120063 17 63052958 64298753 1245796 -1 ENSG00000120063 1 ENSG00000154229
ENSG00000154229 17 64806862 65066553 259692 1 ENSG00000154229 -1 ENSG00000198265
ENSG00000198265 17 65242106 65334031 91926 -1 ENSG00000198265 -1 ENSG00000197170
ENSG00000197170 17 65362744 65373574 10831 -1 ENSG00000197170 1 ENSG00000154217
ENSG00000154217 17 65693373 65713948 20576 1 ENSG00000154217 1 ENSG00000130935
ENSG00000130935 17 65740648 65821639 80992 1 ENSG00000130935 1 ENSG00000171634
ENSG00000171634 17 65980495 66409763 429269 1 ENSG00000171634 1 ENSG00000108946
ENSG00000108946 17 66547461 67240451 692991 1 ENSG00000108946 -1 ENSG00000154265
ENSG00000154265 17 67323386 67410838 87453 -1 ENSG00000154265 1 ENSG00000108984
ENSG00000108984 17 67539473 70642087 3102615 1 ENSG00000108984 -1 ENSG00000133195
ENSG00000133195 17 71088852 71189128 100277 -1 ENSG00000133195 1 ENSG00000166685
ENSG00000166685 17 71204647 71203491 -1155 1 ENSG00000166685 -1 ENSG00000133193
ENSG00000133193 17 71232893 71228371 -4521 -1 ENSG00000133193 1 ENSG00000141219
ENSG00000141219 17 71245092 71279762 34671 1 ENSG00000141219 -1 ENSG00000179604
ENSG00000179604 17 71308315 72199720 891406 -1 ENSG00000179604 1 ENSG00000172809
ENSG00000172809 17 72206795 72420989 214195 1 ENSG00000172809 1 ENSG00000170412
ENSG00000170412 17 72447793 72744790 296998 1 ENSG00000170412 1 ENSG00000109062
ENSG00000109062 17 72765493 72766685 1193 1 ENSG00000109062 -1 ENSG00000109065
ENSG00000109065 17 72772507 72772621 115 -1 ENSG00000109065 1 ENSG00000109066
ENSG00000109066 17 72835919 72983726 147808 1 ENSG00000109066 1 ENSG00000109089
ENSG00000109089 17 73001896 73008764 6869 1 ENSG00000109089 1 ENSG00000167862
ENSG00000167862 17 73017357 73028669 11313 1 ENSG00000167862 1 ENSG00000180901
ENSG00000180901 17 73061985 73083821 21837 1 ENSG00000180901 1 ENSG00000170190
ENSG00000170190 17 73102258 73126319 24062 1 ENSG00000170190 -1 ENSG00000125458
ENSG00000125458 17 73127891 73131342 3452 -1 ENSG00000125458 -1 ENSG00000189159
ENSG00000189159 17 73164377 73163407 -969 -1 ENSG00000189159 -1 ENSG00000188612
ENSG00000188612 17 73179079 73201753 22675 -1 ENSG00000188612 1 ENSG00000125450
ENSG00000125450 17 73231854 73232693 840 1 ENSG00000125450 -1 ENSG00000125447
ENSG00000125447 17 73258445 73257754 -690 -1 ENSG00000125447 1 ENSG00000125445
ENSG00000125445 17 73262455 73262308 -146 1 ENSG00000125445 -1 ENSG00000125457
ENSG00000125457 17 73267309 73269072 1764 -1 ENSG00000125457 -1 ENSG00000125454
ENSG00000125454 17 73285592 73314156 28565 -1 ENSG00000125454 -1 ENSG00000177885
ENSG00000177885 17 73401791 73437239 35449 -1 ENSG00000177885 1 ENSG00000177728
ENSG00000177728 17 73496172 73496341 170 1 ENSG00000177728 -1 ENSG00000177303
ENSG00000177303 17 73511665 73512140 476 -1 ENSG00000177303 1 ENSG00000182173
ENSG00000182173 17 73520821 73521160 340 1 ENSG00000182173 1 ENSG00000073350
ENSG00000073350 17 73571290 73622924 51635 1 ENSG00000073350 -1 ENSG00000108469
ENSG00000108469 17 73663270 73663195 -74 -1 ENSG00000108469 1 ENSG00000161526
ENSG00000161526 17 73704143 73717407 13265 1 ENSG00000161526 1 ENSG00000132470
ENSG00000132470 17 73753900 73747674 -6225 1 ENSG00000132470 -1 ENSG00000108479
ENSG00000108479 17 73761793 73772514 10722 -1 ENSG00000108479 -1 ENSG00000132475
ENSG00000132475 17 73781975 73823305 41331 -1 ENSG00000132475 -1 ENSG00000092929
ENSG00000092929 17 73840799 73841779 981 -1 ENSG00000092929 -1 ENSG00000132471
ENSG00000132471 17 73852589 73870241 17653 -1 ENSG00000132471 -1 ENSG00000132481
ENSG00000132481 17 73874657 73876415 1759 -1 ENSG00000132481 -1 ENSG00000141569
ENSG00000141569 17 73893085 73894723 1639 -1 ENSG00000141569 -1 ENSG00000204316
ENSG00000204316 17 73905900 73905654 -245 -1 ENSG00000204316 -1 ENSG00000188878
ENSG00000188878 17 73937222 73937587 366 -1 ENSG00000188878 -1 ENSG00000161533
ENSG00000161533 17 73975516 73975300 -215 -1 ENSG00000161533 1 ENSG00000257949
ENSG00000257949 17 73996668 74035183 38516 1 ENSG00000257949 -1 ENSG00000167881
ENSG00000167881 17 74068735 74077086 8352 -1 ENSG00000167881 -1 ENSG00000182473
ENSG00000182473 17 74117658 74261282 143625 -1 ENSG00000182473 1 ENSG00000185262
ENSG00000185262 17 74267376 74305566 38191 1 ENSG00000185262 -1 ENSG00000161542
ENSG00000161542 17 74380603 74372664 -7938 -1 ENSG00000161542 1 ENSG00000176170
ENSG00000176170 17 74383942 74385531 1590 1 ENSG00000176170 -1 ENSG00000175931
ENSG00000175931 17 74449289 74620842 171554 -1 ENSG00000175931 -1 ENSG00000070526
ENSG00000070526 17 74639921 74668632 28712 -1 ENSG00000070526 -1 ENSG00000182534
ENSG00000182534 17 74707099 74708918 1820 -1 ENSG00000182534 -1 ENSG00000070495
ENSG00000070495 17 74722867 74722911 45 -1 ENSG00000070495 1 ENSG00000181038
ENSG00000181038 17 74730019 75082797 352779 1 ENSG00000181038 1 ENSG00000129657
ENSG00000129657 17 75213180 75276650 63471 1 ENSG00000129657 1 ENSG00000184640
ENSG00000184640 17 75496679 76106538 609860 1 ENSG00000184640 -1 ENSG00000141524
ENSG00000141524 17 76128489 76164638 36150 -1 ENSG00000141524 1 ENSG00000108639
ENSG00000108639 17 76169609 76170159 551 1 ENSG00000108639 -1 ENSG00000167900
ENSG00000167900 17 76183315 76183397 83 -1 ENSG00000167900 1 ENSG00000183077
ENSG00000183077 17 76203783 76210266 6484 1 ENSG00000183077 1 ENSG00000089685
ENSG00000089685 17 76221718 76352863 131146 1 ENSG00000089685 -1 ENSG00000184557
ENSG00000184557 17 76356159 76374720 18562 -1 ENSG00000184557 1 ENSG00000087157
ENSG00000087157 17 76421196 76670129 248934 1 ENSG00000087157 -1 ENSG00000108669
ENSG00000108669 17 76778380 76783462 5083 -1 ENSG00000108669 -1 ENSG00000055483
ENSG00000055483 17 76837524 76849058 11535 -1 ENSG00000055483 -1 ENSG00000035862
ENSG00000035862 17 76921470 76967319 45850 -1 ENSG00000035862 -1 ENSG00000108679
ENSG00000108679 17 76976192 76987798 11607 -1 ENSG00000108679 -1 ENSG00000171302
ENSG00000171302 17 77005950 77015290 9341 -1 ENSG00000171302 -1 ENSG00000265096
ENSG00000265096 17 77023738 77071020 47283 -1 ENSG00000265096 1 ENSG00000167280
ENSG00000167280 17 77084682 77806954 722273 1 ENSG00000167280 -1 ENSG00000141582
ENSG00000141582 17 77813229 78109012 295784 -1 ENSG00000141582 -1 ENSG00000141543
ENSG00000141543 17 78120983 78180514 59532 -1 ENSG00000141543 -1 ENSG00000181523
ENSG00000181523 17 78194723 78234664 39942 -1 ENSG00000181523 1 ENSG00000173821
ENSG00000173821 17 78372587 78440947 68361 1 ENSG00000173821 -1 ENSG00000171246
ENSG00000171246 17 78451644 78965397 513754 -1 ENSG00000171246 1 ENSG00000176108
ENSG00000176108 17 78983318 79008947 25630 1 ENSG00000176108 1 ENSG00000175866
ENSG00000175866 17 79091233 79091094 -138 1 ENSG00000175866 -1 ENSG00000181409
ENSG00000181409 17 79139878 79202076 62199 -1 ENSG00000181409 -1 ENSG00000167302
ENSG00000167302 17 79212892 79213038 147 -1 ENSG00000167302 1 ENSG00000224877
ENSG00000224877 17 79215082 79218799 3718 1 ENSG00000224877 -1 ENSG00000157637
ENSG00000157637 17 79269348 79523912 254565 -1 ENSG00000157637 -1 ENSG00000182446
ENSG00000182446 17 79615496 79632065 16570 -1 ENSG00000182446 -1 ENSG00000204237
ENSG00000204237 17 79633666 79633393 -272 -1 ENSG00000204237 1 ENSG00000185298
ENSG00000185298 17 79640935 79648203 7269 1 ENSG00000185298 -1 ENSG00000214087
ENSG00000214087 17 79650955 79650355 -599 -1 ENSG00000214087 1 ENSG00000185359
ENSG00000185359 17 79670169 79670386 218 1 ENSG00000185359 1 ENSG00000262814
ENSG00000262814 17 79674557 79670403 -4153 1 ENSG00000262814 1 ENSG00000183048
ENSG00000183048 17 79688043 79801034 112992 1 ENSG00000183048 -1 ENSG00000185624
ENSG00000185624 17 79818571 79825596 7026 -1 ENSG00000185624 -1 ENSG00000141522
ENSG00000141522 17 79829283 79845712 16430 -1 ENSG00000141522 -1 ENSG00000183684
ENSG00000183684 17 79849463 79848665 -797 -1 ENSG00000183684 1 ENSG00000141552
ENSG00000141552 17 79858868 79858840 -27 1 ENSG00000141552 -1 ENSG00000185813
ENSG00000185813 17 79869341 79876145 6805 -1 ENSG00000185813 -1 ENSG00000197063
ENSG00000197063 17 79885591 79890259 4669 -1 ENSG00000197063 -1 ENSG00000183010
ENSG00000183010 17 79900289 79934682 34394 -1 ENSG00000183010 1 ENSG00000169696
ENSG00000169696 17 79975283 79976577 1295 1 ENSG00000169696 -1 ENSG00000169689
ENSG00000169689 17 79981984 79981177 -806 -1 ENSG00000169689 1 ENSG00000169683
ENSG00000169683 17 79989028 79989499 472 1 ENSG00000169683 1 ENSG00000169750
ENSG00000169750 17 79992081 79993011 931 1 ENSG00000169750 -1 ENSG00000169738
ENSG00000169738 17 79995609 80008566 12958 -1 ENSG00000169738 1 ENSG00000169727
ENSG00000169727 17 80015347 80015381 35 1 ENSG00000169727 -1 ENSG00000169718
ENSG00000169718 17 80023764 80059335 35572 -1 ENSG00000169718 -1 ENSG00000176155
ENSG00000176155 17 80170707 80186272 15566 -1 ENSG00000176155 1 ENSG00000141526
ENSG00000141526 17 80219006 80196898 -22107 1 ENSG00000141526 -1 ENSG00000141551
ENSG00000141551 17 80231608 80278899 47292 -1 ENSG00000141551 -1 ENSG00000141574
ENSG00000141574 17 80291951 80400464 108514 -1 ENSG00000141574 -1 ENSG00000178927
ENSG00000178927 17 80408706 80416055 7350 -1 ENSG00000178927 1 ENSG00000141562
ENSG00000141562 17 80446144 80477588 31445 1 ENSG00000141562 1 ENSG00000141568
ENSG00000141568 17 80602539 80572437 -30101 1 ENSG00000141568 -1 ENSG00000141580
ENSG00000141580 17 80606430 80674558 68129 -1 ENSG00000141580 1 ENSG00000141560
ENSG00000141560 17 80688205 80709939 21735 1 ENSG00000141560 1 ENSG00000141556
ENSG00000141556 17 80900725 80900030 -694 1 ENSG00000141556 -1 ENSG00000175711
ENSG00000101557 18 214623 214519 -103 1 ENSG00000101557 -1 ENSG00000079134
ENSG00000079134 18 268051 657603 389553 -1 ENSG00000079134 1 ENSG00000176890
ENSG00000176890 18 673579 672542 -1036 1 ENSG00000176890 -1 ENSG00000132199
ENSG00000132199 18 712677 721587 8911 -1 ENSG00000132199 -1 ENSG00000176105
ENSG00000176105 18 812548 2537523 1724976 -1 ENSG00000176105 -1 ENSG00000101574
ENSG00000101574 18 2571509 2571509 1 -1 ENSG00000101574 1 ENSG00000080986
ENSG00000080986 18 2616635 2655736 39102 1 ENSG00000080986 1 ENSG00000101596
ENSG00000101596 18 2805016 2916991 111976 1 ENSG00000101596 -1 ENSG00000101577
ENSG00000101577 18 3013314 3247478 234165 -1 ENSG00000101577 1 ENSG00000101608
ENSG00000101608 18 3256235 3261906 5672 1 ENSG00000101608 1 ENSG00000118680
ENSG00000118680 18 3278283 3411605 133323 1 ENSG00000118680 1 ENSG00000177426
ENSG00000177426 18 3458410 5289017 1830608 1 ENSG00000177426 -1 ENSG00000198081
ENSG00000198081 18 5297053 6941742 1644690 -1 ENSG00000198081 -1 ENSG00000101680
ENSG00000101680 18 7117814 7566779 448966 -1 ENSG00000101680 1 ENSG00000173482
ENSG00000173482 18 8406860 8609442 202583 1 ENSG00000173482 1 ENSG00000206418
ENSG00000206418 18 8639380 8705658 66279 1 ENSG00000206418 1 ENSG00000168502
ENSG00000168502 18 8832777 9102627 269851 1 ENSG00000168502 1 ENSG00000178127
